"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
"132.31","1962.36","4.493231","-.----","-.----","151.21","1973.995","4.493769","-.----","-.----",,,,,,,,,,
"132.32","1962.495","4.494056","-.----","-.----","151.22","1974.082","4.4946","-.----","-.----",,,,,,,,,,
"132.33","1962.63","4.494869","-.----","-.----","151.23","1974.154","4.495438","-.----","-.----",,,,,,,,,,
"132.34","1962.757","4.495687","-.----","-.----","151.24","1974.297","4.496275","-.----","-.----",,,,,,,,,,
"132.35","1962.9","4.496537","-.----","-.----","151.25","1974.527","4.497112","-.----","-.----",,,,,,,,,,
"132.36","1963.059","4.497387","-.----","-.----","151.26","1974.766","4.497937","-.----","-.----",,,,,,,,,,
"132.37","1963.218","4.498219","-.----","-.----","151.27","1974.972","4.498756","-.----","-.----",,,,,,,,,,
"132.38","1963.361","4.499056","-.----","-.----","151.28","1975.115","4.499575","-.----","-.----",,,,,,,,,,
"132.39","1963.496","4.499894","-.----","-.----","151.29","1975.226","4.500406","-.----","-.----",,,,,,,,,,
"132.4","1963.671","4.500737","-.----","-.----","151.3","1975.306","4.501256","-.----","-.----",,,,,,,,,,
"132.41","1963.917","4.501575","-.----","-.----","151.31","1975.393","4.502094","-.----","-.----",,,,,,,,,,
"132.42","1964.156","4.502394","-.----","-.----","151.32","1975.528","4.502931","-.----","-.----",,,,,,,,,,
"132.43","1964.347","4.503212","-.----","-.----","151.33","1975.751","4.503768","-.----","-.----",,,,,,,,,,
"132.44","1964.482","4.504019","-.----","-.----","151.34","1975.981","4.504612","-.----","-.----",,,,,,,,,,
"132.45","1964.625","4.504856","-.----","-.----","151.35","1976.164","4.505456","-.----","-.----",,,,,,,,,,
"132.46","1964.784","4.505706","-.----","-.----","151.36","1976.299","4.506294","-.----","-.----",,,,,,,,,,
"132.47","1964.974","4.506537","-.----","-.----","151.37","1976.466","4.507106","-.----","-.----",,,,,,,,,,
"132.48","1965.125","4.507381","-.----","-.----","151.38","1976.657","4.507919","-.----","-.----",,,,,,,,,,
"132.49","1965.26","4.508225","-.----","-.----","151.39","1976.776","4.508756","-.----","-.----",,,,,,,,,,
"132.5","1965.38","4.509068","-.----","-.----","151.4","1976.84","4.509606","-.----","-.----",,,,,,,,,,
"132.51","1965.523","4.509906","-.----","-.----","151.41","1976.887","4.510444","-.----","-.----",,,,,,,,,,
"132.52","1965.698","4.510737","-.----","-.----","151.42","1977.007","4.511275","-.----","-.----",,,,,,,,,,
"132.53","1965.849","4.51155","-.----","-.----","151.43","1977.197","4.512113","-.----","-.----",,,,,,,,,,
"132.54","1966.031","4.512362","-.----","-.----","151.44","1977.452","4.51295","-.----","-.----",,,,,,,,,,
"132.55","1966.222","4.513206","-.----","-.----","151.45","1977.722","4.5138","-.----","-.----",,,,,,,,,,
"132.56","1966.365","4.51405","-.----","-.----","151.46","1977.913","4.514625","-.----","-.----",,,,,,,,,,
"132.57","1966.476","4.514881","-.----","-.----","151.47","1978.016","4.515438","-.----","-.----",,,,,,,,,,
"132.58","1966.564","4.515718","-.----","-.----","151.48","1978.119","4.516243","-.----","-.----",,,,,,,,,,
"132.59","1966.667","4.51655","-.----","-.----","151.49","1978.223","4.517075","-.----","-.----",,,,,,,,,,
"132.6","1966.778","4.5174","-.----","-.----","151.5","1978.358","4.517925","-.----","-.----",,,,,,,,,,
"132.61","1966.898","4.518238","-.----","-.----","151.51","1978.485","4.518756","-.----","-.----",,,,,,,,,,
"132.62","1967.065","4.519056","-.----","-.----","151.52","1978.62","4.5196","-.----","-.----",,,,,,,,,,
"132.63","1967.287","4.519875","-.----","-.----","151.53","1978.787","4.520443","-.----","-.----",,,,,,,,,,
"132.64","1967.502","4.520694","-.----","-.----","151.54","1978.993","4.521281","-.----","-.----",,,,,,,,,,
"132.65","1967.669","4.521537","-.----","-.----","151.55","1979.192","4.522125","-.----","-.----",,,,,,,,,,
"132.66","1967.78","4.522381","-.----","-.----","151.56","1979.399","4.52295","-.----","-.----",,,,,,,,,,
"132.67","1967.875","4.523212","-.----","-.----","151.57","1979.613","4.523768","-.----","-.----",,,,,,,,,,
"132.68","1968.01","4.524056","-.----","-.----","151.58","1979.772","4.524581","-.----","-.----",,,,,,,,,,
"132.69","1968.153","4.524894","-.----","-.----","151.59","1979.86","4.525419","-.----","-.----",,,,,,,,,,
"132.7","1968.296","4.525731","-.----","-.----","151.6","1979.955","4.526262","-.----","-.----",,,,,,,,,,
"132.71","1968.432","4.526562","-.----","-.----","151.61","1980.098","4.5271","-.----","-.----",,,,,,,,,,
"132.72","1968.551","4.527388","-.----","-.----","151.62","1980.186","4.527937","-.----","-.----",,,,,,,,,,
"132.73","1968.67","4.5282","-.----","-.----","151.63","1980.233","4.528775","-.----","-.----",,,,,,,,,,
"132.74","1968.813","4.529018","-.----","-.----","151.64","1980.305","4.529625","-.----","-.----",,,,,,,,,,
"132.75","1969.004","4.529862","-.----","-.----","151.65","1980.488","4.530462","-.----","-.----",,,,,,,,,,
"132.76","1969.202","4.530713","-.----","-.----","151.66","1980.678","4.531294","-.----","-.----",,,,,,,,,,
"132.77","1969.385","4.53155","-.----","-.----","151.67","1980.861","4.532106","-.----","-.----",,,,,,,,,,
"132.78","1969.544","4.532381","-.----","-.----","151.68","1981.028","4.532918","-.----","-.----",,,,,,,,,,
"132.79","1969.687","4.533219","-.----","-.----","151.69","1981.195","4.533756","-.----","-.----",,,,,,,,,,
"132.8","1969.846","4.534062","-.----","-.----","151.7","1981.362","4.534612","-.----","-.----",,,,,,,,,,
"132.81","1969.989","4.5349","-.----","-.----","151.71","1981.529","4.535444","-.----","-.----",,,,,,,,,,
"132.82","1970.132","4.535725","-.----","-.----","151.72","1981.711","4.536275","-.----","-.----",,,,,,,,,,
"132.83","1970.299","4.536537","-.----","-.----","151.73","1981.902","4.537112","-.----","-.----",,,,,,,,,,
"132.84","1970.474","4.53735","-.----","-.----","151.74","1982.085","4.53795","-.----","-.----",,,,,,,,,,
"132.85","1970.577","4.5382","-.----","-.----","151.75","1982.268","4.538787","-.----","-.----",,,,,,,,,,
"132.86","1970.649","4.53905","-.----","-.----","151.76","1982.45","4.539618","-.----","-.----",,,,,,,,,,
"132.87","1970.752","4.539881","-.----","-.----","151.77","1982.57","4.540437","-.----","-.----",,,,,,,,,,
"132.88","1970.927","4.540725","-.----","-.----","151.78","1982.665","4.541256","-.----","-.----",,,,,,,,,,
"132.89","1971.149","4.541563","-.----","-.----","151.79","1982.776","4.542088","-.----","-.----",,,,,,,,,,
"132.9","1971.372","4.542406","-.----","-.----","151.8","1982.903","4.542937","-.----","-.----",,,,,,,,,,
"132.91","1971.547","4.543243","-.----","-.----","151.81","1983.031","4.543775","-.----","-.----",,,,,,,,,,
"132.92","1971.666","4.544063","-.----","-.----","151.82","1983.205","4.544606","-.----","-.----",,,,,,,,,,
"132.93","1971.769","4.544881","-.----","-.----","151.83","1983.42","4.545437","-.----","-.----",,,,,,,,,,
"132.94","1971.904","4.545693","-.----","-.----","151.84","1983.627","4.546275","-.----","-.----",,,,,,,,,,
"132.95","1972.04","4.546537","-.----","-.----","151.85","1983.802","4.547112","-.----","-.----",,,,,,,,,,
"132.96","1972.167","4.547381","-.----","-.----","151.86","1983.937","4.547937","-.----","-.----",,,,,,,,,,
"132.97","1972.326","4.548219","-.----","-.----","151.87","1984.008","4.548762","-.----","-.----",,,,,,,,,,
"132.98","1972.485","4.54905","-.----","-.----","151.88","1984.032","4.549581","-.----","-.----",,,,,,,,,,
"132.99","1972.612","4.549887","-.----","-.----","151.89","1984.072","4.550412","-.----","-.----",,,,,,,,,,
"133","1972.739","4.550731","-.----","-.----","151.9","1984.191","4.551256","-.----","-.----",,,,,,,,,,
"133.01","1972.842","4.551562","-.----","-.----","151.91","1984.358","4.552094","-.----","-.----",,,,,,,,,,
"133.02","1972.961","4.552393","-.----","-.----","151.92","1984.541","4.552931","-.----","-.----",,,,,,,,,,
"133.03","1973.065","4.553206","-.----","-.----","151.93","1984.715","4.553775","-.----","-.----",,,,,,,,,,
"133.04","1973.16","4.554018","-.----","-.----","151.94","1984.898","4.554619","-.----","-.----",,,,,,,,,,
"133.05","1973.287","4.554856","-.----","-.----","151.95","1985.041","4.555469","-.----","-.----",,,,,,,,,,
"133.06","1973.494","4.555706","-.----","-.----","151.96","1985.153","4.556293","-.----","-.----",,,,,,,,,,
"133.07","1973.724","4.556544","-.----","-.----","151.97","1985.264","4.557106","-.----","-.----",,,,,,,,,,
"133.08","1973.899","4.557381","-.----","-.----","151.98","1985.431","4.557919","-.----","-.----",,,,,,,,,,
"133.09","1974.034","4.558218","-.----","-.----","151.99","1985.661","4.55875","-.----","-.----",,,,,,,,,,
"133.1","1974.161","4.559069","-.----","-.----","152","1985.86","4.5596","-.----","-.----",,,,,,,,,,
"133.11","1974.32","4.559912","-.----","-.----","152.01","1985.995","4.560437","-.----","-.----",,,,,,,,,,
"133.12","1974.464","4.560738","-.----","-.----","152.02","1986.082","4.561269","-.----","-.----",,,,,,,,,,
"133.13","1974.638","4.561543","-.----","-.----","152.03","1986.138","4.562106","-.----","-.----",,,,,,,,,,
"133.14","1974.837","4.562362","-.----","-.----","152.04","1986.21","4.56295","-.----","-.----",,,,,,,,,,
"133.15","1975.083","4.563206","-.----","-.----","152.05","1986.337","4.563794","-.----","-.----",,,,,,,,,,
"133.16","1975.282","4.564056","-.----","-.----","152.06","1986.527","4.564619","-.----","-.----",,,,,,,,,,
"133.17","1975.417","4.564888","-.----","-.----","152.07","1986.742","4.565431","-.----","-.----",,,,,,,,,,
"133.18","1975.465","4.565719","-.----","-.----","152.08","1986.949","4.566244","-.----","-.----",,,,,,,,,,
"133.19","1975.505","4.566556","-.----","-.----","152.09","1987.155","4.567075","-.----","-.----",,,,,,,,,,
"133.2","1975.6","4.5674","-.----","-.----","152.1","1987.354","4.567925","-.----","-.----",,,,,,,,,,
"133.21","1975.767","4.568237","-.----","-.----","152.11","1987.489","4.568756","-.----","-.----",,,,,,,,,,
"133.22","1975.981","4.569056","-.----","-.----","152.12","1987.545","4.5696","-.----","-.----",,,,,,,,,,
"133.23","1976.164","4.569869","-.----","-.----","152.13","1987.592","4.570444","-.----","-.----",,,,,,,,,,
"133.24","1976.323","4.570687","-.----","-.----","152.14","1987.664","4.571281","-.----","-.----",,,,,,,,,,
"133.25","1976.522","4.571531","-.----","-.----","152.15","1987.775","4.572119","-.----","-.----",,,,,,,,,,
"133.26","1976.792","4.572381","-.----","-.----","152.16","1987.918","4.57295","-.----","-.----",,,,,,,,,,
"133.27","1976.999","4.573219","-.----","-.----","152.17","1988.085","4.573769","-.----","-.----",,,,,,,,,,
"133.28","1977.078","4.574056","-.----","-.----","152.18","1988.244","4.574581","-.----","-.----",,,,,,,,,,
"133.29","1977.07","4.574893","-.----","-.----","152.19","1988.379","4.575418","-.----","-.----",,,,,,,,,,
"133.3","1977.046","4.575731","-.----","-.----","152.2","1988.498","4.576275","-.----","-.----",,,,,,,,,,
"133.31","1977.102","4.576562","-.----","-.----","152.21","1988.633","4.577106","-.----","-.----",,,,,,,,,,
"133.32","1977.293","4.577387","-.----","-.----","152.22","1988.808","4.577938","-.----","-.----",,,,,,,,,,
"133.33","1977.547","4.578206","-.----","-.----","152.23","1989.031","4.578775","-.----","-.----",,,,,,,,,,
"133.34","1977.777","4.579019","-.----","-.----","152.24","1989.229","4.579612","-.----","-.----",,,,,,,,,,
"133.35","1977.968","4.579869","-.----","-.----","152.25","1989.373","4.580456","-.----","-.----",,,,,,,,,,
"133.36","1978.127","4.580719","-.----","-.----","152.26","1989.5","4.581281","-.----","-.----",,,,,,,,,,
"133.37","1978.238","4.581556","-.----","-.----","152.27","1989.603","4.582094","-.----","-.----",,,,,,,,,,
"133.38","1978.342","4.582387","-.----","-.----","152.28","1989.722","4.582912","-.----","-.----",,,,,,,,,,
"133.39","1978.493","4.583231","-.----","-.----","152.29","1989.905","4.58375","-.----","-.----",,,,,,,,,,
"133.4","1978.668","4.584075","-.----","-.----","152.3","1990.072","4.5846","-.----","-.----",,,,,,,,,,
"133.41","1978.819","4.584912","-.----","-.----","152.31","1990.159","4.585437","-.----","-.----",,,,,,,,,,
"133.42","1978.922","4.585731","-.----","-.----","152.32","1990.183","4.586268","-.----","-.----",,,,,,,,,,
"133.43","1978.978","4.586537","-.----","-.----","152.33","1990.247","4.587106","-.----","-.----",,,,,,,,,,
"133.44","1979.073","4.587356","-.----","-.----","152.34","1990.39","4.58795","-.----","-.----",,,,,,,,,,
"133.45","1979.216","4.588193","-.----","-.----","152.35","1990.573","4.588788","-.----","-.----",,,,,,,,,,
"133.46","1979.375","4.589044","-.----","-.----","152.36","1990.747","4.589612","-.----","-.----",,,,,,,,,,
"133.47","1979.534","4.589875","-.----","-.----","152.37","1990.914","4.590437","-.----","-.----",,,,,,,,,,
"133.48","1979.725","4.590719","-.----","-.----","152.38","1991.073","4.59125","-.----","-.----",,,,,,,,,,
"133.49","1979.939","4.591556","-.----","-.----","152.39","1991.216","4.592087","-.----","-.----",,,,,,,,,,
"133.5","1980.122","4.5924","-.----","-.----","152.4","1991.351","4.592937","-.----","-.----",,,,,,,,,,
"133.51","1980.209","4.593237","-.----","-.----","152.41","1991.518","4.593775","-.----","-.----",,,,,,,,,,
"133.52","1980.281","4.594062","-.----","-.----","152.42","1991.733","4.594606","-.----","-.----",,,,,,,,,,
"133.53","1980.432","4.594875","-.----","-.----","152.43","1991.987","4.595444","-.----","-.----",,,,,,,,,,
"133.54","1980.631","4.595694","-.----","-.----","152.44","1992.194","4.596287","-.----","-.----",,,,,,,,,,
"133.55","1980.781","4.596531","-.----","-.----","152.45","1992.313","4.597131","-.----","-.----",,,,,,,,,,
"133.56","1980.885","4.597381","-.----","-.----","152.46","1992.369","4.59795","-.----","-.----",,,,,,,,,,
"133.57","1980.98","4.598212","-.----","-.----","152.47","1992.464","4.598769","-.----","-.----",,,,,,,,,,
"133.58","1981.099","4.59905","-.----","-.----","152.48","1992.599","4.599575","-.----","-.----",,,,,,,,,,
"133.59","1981.258","4.599887","-.----","-.----","152.49","1992.742","4.600406","-.----","-.----",,,,,,,,,,
"133.6","1981.433","4.600731","-.----","-.----","152.5","1992.901","4.60125","-.----","-.----",,,,,,,,,,
"133.61","1981.592","4.601569","-.----","-.----","152.51","1993.036","4.602087","-.----","-.----",,,,,,,,,,
"133.62","1981.735","4.602394","-.----","-.----","152.52","1993.14","4.602925","-.----","-.----",,,,,,,,,,
"133.63","1981.902","4.603206","-.----","-.----","152.53","1993.259","4.603775","-.----","-.----",,,,,,,,,,
"133.64","1982.077","4.604025","-.----","-.----","152.54","1993.418","4.604619","-.----","-.----",,,,,,,,,,
"133.65","1982.196","4.604868","-.----","-.----","152.55","1993.601","4.605463","-.----","-.----",,,,,,,,,,
"133.66","1982.292","4.605712","-.----","-.----","152.56","1993.767","4.606294","-.----","-.----",,,,,,,,,,
"133.67","1982.411","4.606544","-.----","-.----","152.57","1993.887","4.607106","-.----","-.----",,,,,,,,,,
"133.68","1982.522","4.607381","-.----","-.----","152.58","1993.958","4.607913","-.----","-.----",,,,,,,,,,
"133.69","1982.617","4.608225","-.----","-.----","152.59","1994.022","4.608744","-.----","-.----",,,,,,,,,,
"133.7","1982.745","4.609069","-.----","-.----","152.6","1994.181","4.609594","-.----","-.----",,,,,,,,,,
"133.71","1982.983","4.609906","-.----","-.----","152.61","1994.419","4.610431","-.----","-.----",,,,,,,,,,
"133.72","1983.237","4.610731","-.----","-.----","152.62","1994.626","4.611269","-.----","-.----",,,,,,,,,,
"133.73","1983.468","4.611544","-.----","-.----","152.63","1994.745","4.612106","-.----","-.----",,,,,,,,,,
"133.74","1983.651","4.612362","-.----","-.----","152.64","1994.777","4.612944","-.----","-.----",,,,,,,,,,
"133.75","1983.794","4.613206","-.----","-.----","152.65","1994.84","4.613787","-.----","-.----",,,,,,,,,,
"133.76","1983.913","4.614056","-.----","-.----","152.66","1994.959","4.614613","-.----","-.----",,,,,,,,,,
"133.77","1984.048","4.614893","-.----","-.----","152.67","1995.174","4.615431","-.----","-.----",,,,,,,,,,
"133.78","1984.167","4.615725","-.----","-.----","152.68","1995.42","4.616244","-.----","-.----",,,,,,,,,,
"133.79","1984.239","4.616562","-.----","-.----","152.69","1995.635","4.617081","-.----","-.----",,,,,,,,,,
"133.8","1984.31","4.617406","-.----","-.----","152.7","1995.794","4.617938","-.----","-.----",,,,,,,,,,
"133.81","1984.493","4.618237","-.----","-.----","152.71","1995.897","4.618769","-.----","-.----",,,,,,,,,,
"133.82","1984.708","4.619062","-.----","-.----","152.72","1995.993","4.619606","-.----","-.----",,,,,,,,,,
"133.83","1984.89","4.619875","-.----","-.----","152.73","1996.112","4.620437","-.----","-.----",,,,,,,,,,
"133.84","1984.994","4.620687","-.----","-.----","152.74","1996.303","4.621275","-.----","-.----",,,,,,,,,,
"133.85","1985.081","4.621537","-.----","-.----","152.75","1996.501","4.622112","-.----","-.----",,,,,,,,,,
"133.86","1985.224","4.622381","-.----","-.----","152.76","1996.676","4.622943","-.----","-.----",,,,,,,,,,
"133.87","1985.415","4.623212","-.----","-.----","152.77","1996.835","4.623763","-.----","-.----",,,,,,,,,,
"133.88","1985.59","4.624056","-.----","-.----","152.78","1996.994","4.624581","-.----","-.----",,,,,,,,,,
"133.89","1985.717","4.624894","-.----","-.----","152.79","1997.145","4.625412","-.----","-.----",,,,,,,,,,
"133.9","1985.788","4.625737","-.----","-.----","152.8","1997.256","4.626262","-.----","-.----",,,,,,,,,,
"133.91","1985.892","4.626569","-.----","-.----","152.81","1997.344","4.6271","-.----","-.----",,,,,,,,,,
"133.92","1986.059","4.627394","-.----","-.----","152.82","1997.399","4.627931","-.----","-.----",,,,,,,,,,
"133.93","1986.249","4.6282","-.----","-.----","152.83","1997.487","4.628768","-.----","-.----",,,,,,,,,,
"133.94","1986.44","4.629025","-.----","-.----","152.84","1997.67","4.629612","-.----","-.----",,,,,,,,,,
"133.95","1986.583","4.629862","-.----","-.----","152.85","1997.908","4.63045","-.----","-.----",,,,,,,,,,
"133.96","1986.686","4.630713","-.----","-.----","152.86","1998.115","4.631275","-.----","-.----",,,,,,,,,,
"133.97","1986.766","4.631544","-.----","-.----","152.87","1998.242","4.6321","-.----","-.----",,,,,,,,,,
"133.98","1986.909","4.632387","-.----","-.----","152.88","1998.393","4.632912","-.----","-.----",,,,,,,,,,
"133.99","1987.092","4.633225","-.----","-.----","152.89","1998.583","4.633744","-.----","-.----",,,,,,,,,,
"134","1987.282","4.634068","-.----","-.----","152.9","1998.711","4.634593","-.----","-.----",,,,,,,,,,
"134.01","1987.465","4.6349","-.----","-.----","152.91","1998.766","4.635431","-.----","-.----",,,,,,,,,,
"134.02","1987.608","4.635731","-.----","-.----","152.92","1998.838","4.636269","-.----","-.----",,,,,,,,,,
"134.03","1987.712","4.636544","-.----","-.----","152.93","1999.029","4.637113","-.----","-.----",,,,,,,,,,
"134.04","1987.823","4.637356","-.----","-.----","152.94","1999.267","4.637956","-.----","-.----",,,,,,,,,,
"134.05","1988.014","4.638194","-.----","-.----","152.95","1999.458","4.638806","-.----","-.----",,,,,,,,,,
"134.06","1988.236","4.639044","-.----","-.----","152.96","1999.585","4.639631","-.----","-.----",,,,,,,,,,
"134.07","1988.427","4.639875","-.----","-.----","152.97","1999.656","4.640444","-.----","-.----",,,,,,,,,,
"134.08","1988.618","4.640712","-.----","-.----","152.98","1999.736","4.64125","-.----","-.----",,,,,,,,,,
"134.09","1988.784","4.64155","-.----","-.----","152.99","1999.847","4.642081","-.----","-.----",,,,,,,,,,
"134.1","1988.927","4.6424","-.----","-.----","153","1999.982","4.642931","-.----","-.----",,,,,,,,,,
"134.11","1989.039","4.643238","-.----","-.----","153.01","2000.125","4.643769","-.----","-.----",,,,,,,,,,
"134.12","1989.126","4.644063","-.----","-.----","153.02","2000.292","4.6446","-.----","-.----",,,,,,,,,,
"134.13","1989.174","4.644875","-.----","-.----","153.03","2000.459","4.645443","-.----","-.----",,,,,,,,,,
"134.14","1989.269","4.645694","-.----","-.----","153.04","2000.586","4.646281","-.----","-.----",,,,,,,,,,
"134.15","1989.452","4.646537","-.----","-.----","153.05","2000.698","4.647119","-.----","-.----",,,,,,,,,,
"134.16","1989.675","4.647388","-.----","-.----","153.06","2000.84","4.647943","-.----","-.----",,,,,,,,,,
"134.17","1989.881","4.648219","-.----","-.----","153.07","2001.023","4.648762","-.----","-.----",,,,,,,,,,
"134.18","1990.048","4.64905","-.----","-.----","153.08","2001.158","4.649569","-.----","-.----",,,,,,,,,,
"134.19","1990.199","4.649888","-.----","-.----","153.09","2001.23","4.6504","-.----","-.----",,,,,,,,,,
"134.2","1990.35","4.650725","-.----","-.----","153.1","2001.325","4.65125","-.----","-.----",,,,,,,,,,
"134.21","1990.469","4.651562","-.----","-.----","153.11","2001.508","4.652087","-.----","-.----",,,,,,,,,,
"134.22","1990.573","4.652381","-.----","-.----","153.12","2001.723","4.652931","-.----","-.----",,,,,,,,,,
"134.23","1990.628","4.6532","-.----","-.----","153.13","2001.905","4.653775","-.----","-.----",,,,,,,,,,
"134.24","1990.724","4.654018","-.----","-.----","153.14","2002.025","4.654613","-.----","-.----",,,,,,,,,,
"134.25","1990.867","4.654856","-.----","-.----","153.15","2002.12","4.655456","-.----","-.----",,,,,,,,,,
"134.26","1991.049","4.655706","-.----","-.----","153.16","2002.192","4.656287","-.----","-.----",,,,,,,,,,
"134.27","1991.232","4.656544","-.----","-.----","153.17","2002.255","4.657106","-.----","-.----",,,,,,,,,,
"134.28","1991.375","4.657387","-.----","-.----","153.18","2002.35","4.657918","-.----","-.----",,,,,,,,,,
"134.29","1991.495","4.658225","-.----","-.----","153.19","2002.525","4.65875","-.----","-.----",,,,,,,,,,
"134.3","1991.669","4.659069","-.----","-.----","153.2","2002.756","4.659606","-.----","-.----",,,,,,,,,,
"134.31","1991.892","4.659906","-.----","-.----","153.21","2002.923","4.660444","-.----","-.----",,,,,,,,,,
"134.32","1992.043","4.660731","-.----","-.----","153.22","2003.058","4.661275","-.----","-.----",,,,,,,,,,
"134.33","1992.154","4.661544","-.----","-.----","153.23","2003.201","4.662106","-.----","-.----",,,,,,,,,,
"134.34","1992.273","4.662363","-.----","-.----","153.24","2003.36","4.662944","-.----","-.----",,,,,,,,,,
"134.35","1992.432","4.663212","-.----","-.----","153.25","2003.519","4.663781","-.----","-.----",,,,,,,,,,
"134.36","1992.567","4.664063","-.----","-.----","153.26","2003.67","4.664606","-.----","-.----",,,,,,,,,,
"134.37","1992.687","4.664894","-.----","-.----","153.27","2003.853","4.665425","-.----","-.----",,,,,,,,,,
"134.38","1992.806","4.665731","-.----","-.----","153.28","2004.019","4.666244","-.----","-.----",,,,,,,,,,
"134.39","1992.925","4.666563","-.----","-.----","153.29","2004.131","4.667075","-.----","-.----",,,,,,,,,,
"134.4","1993.036","4.667406","-.----","-.----","153.3","2004.218","4.667931","-.----","-.----",,,,,,,,,,
"134.41","1993.156","4.668237","-.----","-.----","153.31","2004.361","4.668762","-.----","-.----",,,,,,,,,,
"134.42","1993.314","4.669063","-.----","-.----","153.32","2004.615","4.6696","-.----","-.----",,,,,,,,,,
"134.43","1993.529","4.669875","-.----","-.----","153.33","2004.886","4.670437","-.----","-.----",,,,,,,,,,
"134.44","1993.744","4.670693","-.----","-.----","153.34","2005.116","4.671275","-.----","-.----",,,,,,,,,,
"134.45","1993.855","4.671531","-.----","-.----","153.35","2005.235","4.672112","-.----","-.----",,,,,,,,,,
"134.46","1993.887","4.672375","-.----","-.----","153.36","2005.243","4.672937","-.----","-.----",,,,,,,,,,
"134.47","1993.934","4.673206","-.----","-.----","153.37","2005.259","4.673762","-.----","-.----",,,,,,,,,,
"134.48","1994.109","4.67405","-.----","-.----","153.38","2005.355","4.674575","-.----","-.----",,,,,,,,,,
"134.49","1994.332","4.674887","-.----","-.----","153.39","2005.521","4.675406","-.----","-.----",,,,,,,,,,
"134.5","1994.53","4.675731","-.----","-.----","153.4","2005.68","4.676256","-.----","-.----",,,,,,,,,,
"134.51","1994.673","4.676569","-.----","-.----","153.41","2005.776","4.6771","-.----","-.----",,,,,,,,,,
"134.52","1994.864","4.6774","-.----","-.----","153.42","2005.847","4.677931","-.----","-.----",,,,,,,,,,
"134.53","1995.095","4.678212","-.----","-.----","153.43","2005.943","4.678769","-.----","-.----",,,,,,,,,,
"134.54","1995.309","4.679031","-.----","-.----","153.44","2006.062","4.679612","-.----","-.----",,,,,,,,,,
"134.55","1995.468","4.679875","-.----","-.----","153.45","2006.189","4.680462","-.----","-.----",,,,,,,,,,
"134.56","1995.595","4.680718","-.----","-.----","153.46","2006.316","4.681287","-.----","-.----",,,,,,,,,,
"134.57","1995.699","4.68155","-.----","-.----","153.47","2006.475","4.6821","-.----","-.----",,,,,,,,,,
"134.58","1995.77","4.682387","-.----","-.----","153.48","2006.642","4.682912","-.----","-.----",,,,,,,,,,
"134.59","1995.897","4.683225","-.----","-.----","153.49","2006.761","4.683737","-.----","-.----",,,,,,,,,,
"134.6","1996.064","4.684081","-.----","-.----","153.5","2006.872","4.684587","-.----","-.----",,,,,,,,,,
"134.61","1996.183","4.684918","-.----","-.----","153.51","2007.055","4.685425","-.----","-.----",,,,,,,,,,
"134.62","1996.295","4.685738","-.----","-.----","153.52","2007.294","4.686263","-.----","-.----",,,,,,,,,,
"134.63","1996.454","4.68655","-.----","-.----","153.53","2007.484","4.687106","-.----","-.----",,,,,,,,,,
"134.64","1996.668","4.687369","-.----","-.----","153.54","2007.58","4.68795","-.----","-.----",,,,,,,,,,
"134.65","1996.875","4.688212","-.----","-.----","153.55","2007.643","4.688787","-.----","-.----",,,,,,,,,,
"134.66","1997.042","4.689056","-.----","-.----","153.56","2007.707","4.689619","-.----","-.----",,,,,,,,,,
"134.67","1997.201","4.689888","-.----","-.----","153.57","2007.802","4.690431","-.----","-.----",,,,,,,,,,
"134.68","1997.328","4.690725","-.----","-.----","153.58","2007.906","4.691244","-.----","-.----",,,,,,,,,,
"134.69","1997.415","4.691569","-.----","-.----","153.59","2007.993","4.692075","-.----","-.----",,,,,,,,,,
"134.7","1997.423","4.692406","-.----","-.----","153.6","2008.08","4.692925","-.----","-.----",,,,,,,,,,
"134.71","1997.495","4.693237","-.----","-.----","153.61","2008.184","4.693762","-.----","-.----",,,,,,,,,,
"134.72","1997.646","4.694062","-.----","-.----","153.62","2008.367","4.6946","-.----","-.----",,,,,,,,,,
"134.73","1997.821","4.694875","-.----","-.----","153.63","2008.557","4.695437","-.----","-.----",,,,,,,,,,
"134.74","1998.019","4.695693","-.----","-.----","153.64","2008.724","4.696275","-.----","-.----",,,,,,,,,,
"134.75","1998.242","4.696537","-.----","-.----","153.65","2008.875","4.697119","-.----","-.----",,,,,,,,,,
"134.76","1998.472","4.697387","-.----","-.----","153.66","2009.002","4.697944","-.----","-.----",,,,,,,,,,
"134.77","1998.631","4.698225","-.----","-.----","153.67","2009.161","4.698762","-.----","-.----",,,,,,,,,,
"134.78","1998.711","4.699056","-.----","-.----","153.68","2009.304","4.699575","-.----","-.----",,,,,,,,,,
"134.79","1998.766","4.699893","-.----","-.----","153.69","2009.424","4.700406","-.----","-.----",,,,,,,,,,
"134.8","1998.862","4.700731","-.----","-.----","153.7","2009.543","4.701262","-.----","-.----",,,,,,,,,,
"134.81","1999.005","4.701562","-.----","-.----","153.71","2009.686","4.7021","-.----","-.----",,,,,,,,,,
