PA46 TW200F6 _1,,,,,PA46 TW200F6 _2,,,,,PA46 TW200F6 _3,,,,,PA46 TW200F6 _4,,,,,PA46 TW200F6 _5,,,,,PA66 1300G _1,,,,,PA66 1300G _2,,,,,PA66 1300G _3,,,,,PA66 1300G _4,,,,,PA66 1300G _5,,,,
时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规,时间,载荷,行程,引伸计1,宽度规
sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm,sec,N,mm,mm,mm
0.59,204.3804,0.0983125,0.03,0.0004,0.59,222.1902,0.098375,0.039,0.0003,0.59,188.2871,0.09838749,0.025,0.0003,0.59,223.3267,0.09835,0.041,0.0004,0.59,187.103,0.09831875,0.024,0.0003,0.59,229.16,0.09834374,0.034,0.0002,0.59,224.2883,0.09838125,0.034,0.0003,0.59,231.9018,0.09831875,0.036,0.0002,0.59,220.1954,0.098375,0.029,0.0002,0.59,223.7717,0.098325,0.031,0.0003
0.6,207.6308,0.09999999,0.03,0.0004,0.6,225.7585,0.09999999,0.04,0.0003,0.6,191.2197,0.1000062,0.025,0.0003,0.6,226.903,0.1000062,0.042,0.0004,0.6,190.0673,0.09999375,0.024,0.0003,0.6,232.7124,0.09999375,0.034,0.0002,0.6,227.8487,0.09999999,0.035,0.0003,0.6,235.4463,0.09999375,0.036,0.0002,0.6,223.4538,0.09999999,0.03,0.0002,0.6,227.054,0.09999375,0.031,0.0003
0.61,210.8653,0.1017125,0.031,0.0004,0.61,229.4302,0.10165,0.04,0.0003,0.61,194.2635,0.1016625,0.026,0.0003,0.61,230.519,0.1017,0.043,0.0004,0.61,193.0714,0.1016125,0.024,0.0003,0.61,236.249,0.1016875,0.035,0.0002,0.61,231.4091,0.1016563,0.036,0.0003,0.61,238.9352,0.1016125,0.037,0.0002,0.61,226.8632,0.10165,0.03,0.0002,0.61,230.3998,0.1016187,0.032,0.0003
0.62,214.0919,0.1033812,0.031,0.0004,0.62,233.0462,0.1033375,0.041,0.0003,0.62,197.347,0.1033562,0.026,0.0003,0.62,234.0794,0.1033937,0.044,0.0004,0.62,196.0119,0.1032688,0.025,0.0003,0.62,239.706,0.1033875,0.035,0.0002,0.62,234.9615,0.1033437,0.036,0.0003,0.62,242.4637,0.1032688,0.037,0.0002,0.62,230.3044,0.1033375,0.031,0.0002,0.62,233.7694,0.103275,0.032,0.0003
0.63,217.2788,0.1049937,0.032,0.0004,0.63,236.4794,0.1050437,0.042,0.0003,0.63,200.3908,0.1050437,0.027,0.0003,0.63,237.5364,0.1050688,0.044,0.0004,0.63,198.8729,0.1049625,0.025,0.0003,0.63,243.0757,0.1050625,0.036,0.0002,0.63,238.498,0.1050312,0.037,0.0003,0.63,246.048,0.1049562,0.038,0.0002,0.63,233.6105,0.10505,0.031,0.0002,0.63,237.1391,0.1049687,0.033,0.0003
0.64,220.4498,0.10665,0.033,0.0004,0.64,239.8173,0.1067187,0.043,0.0003,0.64,203.3154,0.1067187,0.027,0.0003,0.64,240.9458,0.1066875,0.045,0.0004,0.64,201.718,0.1066625,0.025,0.0003,0.64,246.5089,0.106675,0.037,0.0002,0.64,241.9949,0.1067,0.037,0.0003,0.64,249.7037,0.1066625,0.039,0.0002,0.64,236.7894,0.1067187,0.032,0.0002,0.64,240.4769,0.1066687,0.033,0.0003
0.65,223.6128,0.1083375,0.033,0.0004,0.65,243.1949,0.1083312,0.043,0.0003,0.65,206.1685,0.1083312,0.027,0.0004,0.65,244.3631,0.1083438,0.046,0.0004,0.65,204.6347,0.1083375,0.026,0.0003,0.65,250.0693,0.1083312,0.037,0.0002,0.65,245.4758,0.1083187,0.038,0.0003,0.65,253.3277,0.1083312,0.039,0.0002,0.65,240.016,0.1083312,0.032,0.0002,0.65,243.8148,0.10835,0.034,0.0003
0.66,226.752,0.1100375,0.034,0.0004,0.66,246.6996,0.1099875,0.044,0.0003,0.66,209.0136,0.1099812,0.028,0.0004,0.66,247.852,0.1100312,0.046,0.0004,0.66,207.5911,0.1099562,0.026,0.0003,0.66,253.6933,0.110025,0.038,0.0002,0.66,249.0203,0.1099812,0.039,0.0003,0.66,256.9517,0.10995,0.04,0.0002,0.66,243.4174,0.1099875,0.033,0.0002,0.66,247.2003,0.1099625,0.035,0.0003
0.67,229.8673,0.1117062,0.034,0.0004,0.67,250.26,0.111675,0.045,0.0004,0.67,211.9382,0.1116688,0.028,0.0004,0.67,251.4044,0.1117375,0.047,0.0004,0.67,210.5792,0.1116125,0.027,0.0003,0.67,257.2537,0.1117125,0.038,0.0002,0.67,252.5965,0.1116688,0.039,0.0003,0.67,260.5518,0.1116062,0.04,0.0002,0.67,246.9142,0.111675,0.034,0.0002,0.67,250.6177,0.1116125,0.035,0.0003
0.68,232.9747,0.113325,0.035,0.0004,0.68,253.7648,0.1133687,0.045,0.0004,0.68,214.8946,0.113375,0.029,0.0004,0.68,254.9887,0.1134125,0.048,0.0004,0.68,213.5754,0.1133,0.027,0.0003,0.68,260.6948,0.1133812,0.039,0.0003,0.68,256.1093,0.1133625,0.04,0.0003,0.68,264.136,0.1132937,0.041,0.0002,0.68,250.3316,0.113375,0.034,0.0002,0.68,254.0191,0.1132937,0.036,0.0003
0.69,236.1139,0.1149687,0.035,0.0005,0.69,257.198,0.1150375,0.046,0.0004,0.69,217.843,0.11505,0.029,0.0004,0.69,258.5649,0.1150312,0.049,0.0004,0.69,216.5,0.1149875,0.028,0.0003,0.69,264.1122,0.1150062,0.039,0.0003,0.69,259.5266,0.1150312,0.04,0.0003,0.69,267.6646,0.1149875,0.042,0.0002,0.69,253.582,0.1150437,0.035,0.0002,0.69,257.3649,0.115,0.036,0.0003
0.7,239.2689,0.1166562,0.036,0.0005,0.7,260.5995,0.1166562,0.047,0.0004,0.7,220.72,0.1166687,0.03,0.0004,0.7,262.1174,0.1166812,0.049,0.0004,0.7,219.361,0.1166625,0.028,0.0003,0.7,267.5533,0.11665,0.04,0.0003,0.7,262.9121,0.1166562,0.041,0.0003,0.7,271.1932,0.1166625,0.042,0.0002,0.7,256.8007,0.1166562,0.035,0.0002,0.7,260.6471,0.116675,0.037,0.0003
0.71,242.4002,0.1183687,0.036,0.0005,0.71,264.0645,0.1183,0.047,0.0004,0.71,223.573,0.1183312,0.03,0.0004,0.71,265.6539,0.1183687,0.05,0.0004,0.71,222.2538,0.1182812,0.028,0.0003,0.71,271.0342,0.1183375,0.041,0.0003,0.71,266.3374,0.1183125,0.042,0.0003,0.71,274.7695,0.1182812,0.043,0.0002,0.71,260.1226,0.1183062,0.036,0.0002,0.71,263.9135,0.1182875,0.037,0.0003
0.72,245.4837,0.1200437,0.037,0.0005,0.72,267.5692,0.12,0.048,0.0004,0.72,226.4659,0.1200125,0.03,0.0004,0.72,269.1587,0.1200625,0.051,0.0004,0.72,225.1863,0.119925,0.029,0.0004,0.72,274.539,0.1200437,0.041,0.0003,0.72,269.8183,0.1200062,0.042,0.0003,0.72,278.4014,0.119925,0.043,0.0002,0.72,263.5638,0.12,0.036,0.0002,0.72,267.2513,0.1199437,0.038,0.0003
0.73,248.5116,0.1216625,0.037,0.0005,0.73,271.0819,0.1217,0.049,0.0004,0.73,229.3666,0.1217,0.031,0.0004,0.73,272.5919,0.1217437,0.052,0.0004,0.73,228.1666,0.1216125,0.029,0.0004,0.73,278.0438,0.121725,0.042,0.0003,0.73,273.339,0.1217062,0.043,0.0003,0.73,282.0333,0.1216125,0.044,0.0002,0.73,267.0129,0.1217,0.037,0.0003,0.73,270.6846,0.121625,0.038,0.0003
0.74,251.4839,0.123325,0.038,0.0005,0.74,274.5231,0.123375,0.049,0.0004,0.74,232.2912,0.1233687,0.031,0.0004,0.74,276.0172,0.1233562,0.053,0.0004,0.74,231.1071,0.1233187,0.03,0.0004,0.74,281.5167,0.12335,0.042,0.0003,0.74,276.8517,0.1233812,0.044,0.0003,0.74,285.5857,0.123325,0.045,0.0002,0.74,270.3826,0.1233812,0.037,0.0003,0.74,274.1575,0.1233187,0.039,0.0003
0.75,254.488,0.1250062,0.038,0.0005,0.75,277.853,0.125,0.05,0.0004,0.75,235.1523,0.1249937,0.032,0.0004,0.75,279.4742,0.125,0.053,0.0005,0.75,233.9522,0.125,0.03,0.0004,0.75,284.9579,0.1250062,0.043,0.0003,0.75,280.3564,0.1250062,0.044,0.0003,0.75,289.0746,0.125,0.045,0.0002,0.75,273.6569,0.125,0.038,0.0003,0.75,277.5113,0.1249937,0.04,0.0003
0.76,257.5556,0.1266937,0.039,0.0005,0.76,281.1432,0.1266562,0.051,0.0004,0.76,237.9735,0.12665,0.032,0.0004,0.76,282.9154,0.1266875,0.054,0.0005,0.76,236.7337,0.1266187,0.03,0.0004,0.76,288.407,0.1266875,0.043,0.0003,0.76,283.8691,0.1266437,0.045,0.0003,0.76,292.5793,0.1266187,0.046,0.0002,0.76,276.8994,0.1266562,0.038,0.0003,0.76,280.7935,0.1266187,0.04,0.0003
0.77,260.6869,0.1283625,0.039,0.0005,0.77,284.4572,0.1283375,0.052,0.0004,0.77,240.7869,0.1283375,0.033,0.0004,0.77,286.3248,0.1283937,0.055,0.0005,0.77,239.5868,0.1282813,0.031,0.0004,0.77,291.8482,0.128375,0.044,0.0003,0.77,287.3421,0.1283312,0.045,0.0003,0.77,296.1953,0.1282813,0.047,0.0003,0.77,280.1577,0.1283437,0.039,0.0003,0.77,284.0678,0.1282687,0.041,0.0003
0.78,263.8181,0.1299875,0.04,0.0005,0.78,287.811,0.1300312,0.052,0.0004,0.78,243.6161,0.1300312,0.033,0.0004,0.78,289.6945,0.1300687,0.055,0.0005,0.78,242.4955,0.1299625,0.031,0.0004,0.78,295.3052,0.1300437,0.045,0.0003,0.78,290.7753,0.1300312,0.045,0.0003,0.78,299.8749,0.1299687,0.047,0.0003,0.78,283.5194,0.1300312,0.039,0.0003,0.78,287.4136,0.1299625,0.041,0.0004
0.79,266.9573,0.1316375,0.041,0.0005,0.79,291.2124,0.1316938,0.053,0.0004,0.79,246.5169,0.1317063,0.033,0.0004,0.79,293.088,0.1316938,0.056,0.0005,0.79,245.3725,0.13165,0.032,0.0004,0.79,298.7862,0.1316625,0.045,0.0003,0.79,294.1847,0.1317063,0.046,0.0003,0.79,303.5227,0.1316562,0.048,0.0003,0.79,286.9368,0.1317,0.04,0.0003,0.79,290.823,0.1316625,0.042,0.0004
0.8,270.0488,0.1333312,0.041,0.0005,0.8,294.7013,0.1333188,0.054,0.0004,0.8,249.4733,0.1333312,0.034,0.0004,0.8,296.553,0.13335,0.057,0.0005,0.8,248.2096,0.1333188,0.032,0.0004,0.8,302.3148,0.1333188,0.046,0.0003,0.8,297.6497,0.133325,0.046,0.0003,0.8,307.099,0.133325,0.048,0.0003,0.8,290.3541,0.1333312,0.04,0.0003,0.8,294.2165,0.1333375,0.042,0.0004
0.81,273.1403,0.135025,0.042,0.0005,0.81,298.2696,0.134975,0.054,0.0004,0.81,252.3899,0.1349812,0.034,0.0004,0.81,300.0339,0.1350313,0.058,0.0005,0.81,251.0627,0.1349375,0.032,0.0004,0.81,305.8434,0.1350062,0.046,0.0003,0.81,301.1465,0.134975,0.047,0.0004,0.81,310.6594,0.1349438,0.049,0.0003,0.81,293.7158,0.1349812,0.041,0.0003,0.81,297.61,0.1349562,0.043,0.0004
0.82,276.2635,0.1366937,0.042,0.0005,0.82,301.7902,0.1366625,0.055,0.0004,0.82,255.235,0.136675,0.034,0.0004,0.82,303.4751,0.1367188,0.058,0.0005,0.82,253.9953,0.1365937,0.033,0.0004,0.82,309.2766,0.1367062,0.047,0.0003,0.82,304.6751,0.1366625,0.047,0.0004,0.82,314.2913,0.1366,0.05,0.0003,0.82,297.0219,0.1366687,0.042,0.0003,0.82,300.9955,0.1366187,0.043,0.0004
0.83,279.4027,0.1383187,0.043,0.0005,0.83,305.1837,0.1383563,0.056,0.0004,0.83,258.0404,0.1383812,0.034,0.0004,0.83,306.8527,0.1383937,0.059,0.0005,0.83,256.9675,0.1382875,0.033,0.0004,0.83,312.6701,0.138375,0.048,0.0003,0.83,308.1719,0.1383563,0.048,0.0004,0.83,317.9789,0.1382875,0.05,0.0003,0.83,300.3041,0.1383625,0.042,0.0003,0.83,304.3731,0.1383062,0.044,0.0004
0.84,282.5181,0.139975,0.043,0.0005,0.84,308.5057,0.140025,0.057,0.0004,0.84,260.8299,0.1400563,0.035,0.0004,0.84,310.2144,0.1400125,0.06,0.0005,0.84,259.8683,0.1399812,0.034,0.0004,0.84,316.0953,0.1399937,0.048,0.0003,0.84,311.6449,0.1400312,0.049,0.0004,0.84,321.6346,0.1399875,0.051,0.0003,0.84,303.6181,0.1400312,0.042,0.0003,0.84,307.8063,0.1399937,0.044,0.0004
0.85,285.5619,0.1416625,0.044,0.0005,0.85,311.8277,0.1416562,0.057,0.0004,0.85,263.6353,0.141675,0.035,0.0004,0.85,313.6555,0.1416688,0.061,0.0005,0.85,262.6498,0.14165,0.034,0.0004,0.85,319.6637,0.14165,0.049,0.0003,0.85,315.1496,0.1416562,0.049,0.0004,0.85,325.2268,0.14165,0.052,0.0003,0.85,306.9162,0.1416562,0.043,0.0003,0.85,311.319,0.1416625,0.045,0.0004
0.86,288.5739,0.1433688,0.044,0.0005,0.86,315.2529,0.1433125,0.058,0.0004,0.86,266.5122,0.1433187,0.036,0.0004,0.86,317.1444,0.1433562,0.061,0.0005,0.86,265.4155,0.1432687,0.035,0.0004,0.86,323.2718,0.14335,0.049,0.0003,0.86,318.6782,0.1433062,0.05,0.0004,0.86,328.811,0.1432687,0.052,0.0003,0.86,310.2303,0.1433125,0.044,0.0003,0.86,314.9509,0.1432875,0.046,0.0004
0.87,291.6098,0.14505,0.045,0.0005,0.87,318.7498,0.145,0.059,0.0004,0.87,269.4448,0.1450062,0.036,0.0005,0.87,320.6094,0.14505,0.062,0.0005,0.87,268.2527,0.1449312,0.035,0.0004,0.87,326.8639,0.14505,0.05,0.0003,0.87,322.175,0.145,0.05,0.0004,0.87,332.4429,0.1449312,0.053,0.0003,0.87,313.5681,0.145,0.044,0.0003,0.87,318.6226,0.1449437,0.046,0.0004
0.88,294.7092,0.1466625,0.045,0.0006,0.88,322.2625,0.1467,0.059,0.0004,0.88,272.4171,0.1467063,0.036,0.0005,0.88,323.995,0.1467187,0.063,0.0005,0.88,271.1534,0.146625,0.035,0.0004,0.88,330.3766,0.146725,0.051,0.0003,0.88,325.6241,0.1467,0.051,0.0004,0.88,336.1781,0.146625,0.053,0.0003,0.88,316.9378,0.1467063,0.045,0.0003,0.88,322.1909,0.1466312,0.047,0.0004
0.89,297.8484,0.1483063,0.046,0.0006,0.89,325.7513,0.1483875,0.06,0.0004,0.89,275.3735,0.1483812,0.037,0.0005,0.89,327.3885,0.1483437,0.063,0.0005,0.89,274.0224,0.1483188,0.036,0.0004,0.89,333.8496,0.1483437,0.051,0.0003,0.89,329.0335,0.148375,0.052,0.0004,0.89,339.9293,0.148325,0.054,0.0003,0.89,320.371,0.1483875,0.045,0.0003,0.89,325.6241,0.1483375,0.047,0.0004
0.9,300.9558,0.15,0.046,0.0006,0.9,329.2163,0.15,0.061,0.0005,0.9,278.306,0.1499937,0.037,0.0005,0.9,330.8694,0.15,0.064,0.0005,0.9,276.8278,0.15,0.036,0.0004,0.9,337.3464,0.1499937,0.052,0.0003,0.9,332.5303,0.1499937,0.052,0.0004,0.9,343.585,0.15,0.055,0.0003,0.9,323.8757,0.15,0.046,0.0003,0.9,329.0097,0.1500062,0.048,0.0004
0.91,304.0234,0.1517062,0.047,0.0006,0.91,332.6972,0.1516438,0.061,0.0005,0.91,281.2386,0.15165,0.038,0.0005,0.91,334.4297,0.1517,0.06500001,0.0005,0.91,279.6332,0.151625,0.037,0.0004,0.91,340.9068,0.151675,0.052,0.0003,0.91,336.1543,0.1516562,0.053,0.0004,0.91,347.1613,0.151625,0.055,0.0003,0.91,327.4361,0.1516438,0.046,0.0003,0.91,332.4588,0.151625,0.048,0.0004
0.92,307.0355,0.153375,0.047,0.0006,0.92,336.2099,0.1533312,0.062,0.0005,0.92,284.1155,0.1533375,0.038,0.0005,0.92,338.006,0.1534,0.066,0.0005,0.92,282.4942,0.1532687,0.037,0.0004,0.92,344.5387,0.1533812,0.053,0.0003,0.92,339.8101,0.15335,0.054,0.0004,0.92,350.8091,0.1532687,0.056,0.0003,0.92,330.9409,0.1533312,0.047,0.0003,0.92,336.0192,0.153275,0.049,0.0004
0.93,310.0475,0.1549875,0.048,0.0006,0.93,339.7147,0.1550375,0.063,0.0005,0.93,286.9447,0.1550312,0.039,0.0005,0.93,341.4631,0.155075,0.067,0.0005,0.93,285.395,0.15495,0.037,0.0005,0.93,348.1388,0.15505,0.054,0.0003,0.93,343.4102,0.1550312,0.054,0.0004,0.93,354.592,0.15495,0.056,0.0003,0.93,334.3582,0.1550312,0.047,0.0003,0.93,339.6273,0.1549625,0.05,0.0004
0.94,313.139,0.1566375,0.049,0.0006,0.94,343.1559,0.1567062,0.063,0.0005,0.94,289.7739,0.1567062,0.039,0.0005,0.94,344.8168,0.1566937,0.067,0.0005,0.94,288.3116,0.15665,0.038,0.0005,0.94,351.6515,0.1566688,0.054,0.0003,0.94,346.9308,0.1567062,0.055,0.0004,0.94,358.4623,0.15665,0.057,0.0003,0.94,337.7755,0.1567062,0.048,0.0003,0.94,343.1638,0.1566625,0.05,0.0004
0.95,316.3179,0.1583312,0.049,0.0006,0.95,346.5414,0.158325,0.064,0.0005,0.95,292.627,0.1583312,0.04,0.0005,0.95,348.1229,0.1583375,0.068,0.0005,0.95,291.1886,0.1583312,0.038,0.0005,0.95,355.1721,0.1583187,0.055,0.0004,0.95,350.4117,0.1583187,0.055,0.0004,0.95,362.3168,0.1583312,0.058,0.0003,0.95,341.2326,0.158325,0.048,0.0003,0.95,346.6129,0.1583437,0.051,0.0004
0.96,319.5047,0.1600187,0.05,0.0006,0.96,349.8952,0.159975,0.06500001,0.0005,0.96,295.5278,0.1599875,0.04,0.0005,0.96,351.5005,0.160025,0.06900001,0.0006,0.96,294.0257,0.1599437,0.039,0.0005,0.96,358.7882,0.1600062,0.055,0.0004,0.96,353.8847,0.159975,0.056,0.0004,0.96,366.0997,0.1599437,0.058,0.0003,0.96,344.7056,0.159975,0.049,0.0003,0.96,350.0779,0.1599625,0.051,0.0004
0.97,322.6201,0.1616938,0.05,0.0006,0.97,353.2648,0.1616687,0.066,0.0005,0.97,298.4285,0.161675,0.041,0.0005,0.97,354.9178,0.161725,0.06900001,0.0006,0.97,296.9026,0.1616,0.039,0.0005,0.97,362.4519,0.1616938,0.056,0.0004,0.97,357.453,0.1616687,0.057,0.0004,0.97,369.8031,0.1615938,0.059,0.0003,0.97,348.1627,0.1616687,0.05,0.0003,0.97,353.6622,0.1616125,0.052,0.0004
0.98,325.6559,0.1633188,0.051,0.0006,0.98,356.698,0.1633562,0.066,0.0005,0.98,301.3214,0.163375,0.041,0.0005,0.98,358.367,0.1634063,0.07,0.0006,0.98,299.7875,0.1632812,0.04,0.0005,0.98,366.052,0.163375,0.057,0.0004,0.98,361.1008,0.1633687,0.057,0.0004,0.98,373.4986,0.1632812,0.06,0.0003,0.98,351.6436,0.1633562,0.05,0.0003,0.98,357.3656,0.1633,0.053,0.0004
0.99,328.66,0.164975,0.051,0.0006,0.99,360.1869,0.165025,0.067,0.0005,0.99,304.2698,0.16505,0.041,0.0005,0.99,361.824,0.1650188,0.071,0.0006,0.99,302.7042,0.1649687,0.04,0.0005,0.99,369.5726,0.165,0.057,0.0004,0.99,364.7248,0.1650375,0.058,0.0004,0.99,377.2179,0.164975,0.06,0.0003,0.99,355.2039,0.1650312,0.051,0.0004,0.99,361.1008,0.1650063,0.053,0.0004
1,331.6959,0.1666625,0.052,0.0006,1,363.7393,0.16665,0.068,0.0005,1,307.25,0.166675,0.042,0.0005,1,365.3049,0.1666687,0.072,0.0006,1,305.5652,0.16665,0.041,0.0005,1,373.1092,0.16665,0.058,0.0004,1,368.2614,0.1666625,0.058,0.0004,1,380.977,0.16665,0.061,0.0003,1,358.8041,0.16665,0.051,0.0004,1,364.7963,0.1666812,0.054,0.0005
1.01,334.8033,0.1683625,0.052,0.0006,1.01,367.2759,0.1683062,0.068,0.0005,1.01,310.2064,0.1683375,0.042,0.0005,1.01,368.7938,0.1683562,0.072,0.0006,1.01,308.3865,0.1682687,0.041,0.0005,1.01,376.6855,0.1683375,0.058,0.0004,1.01,371.8138,0.1683125,0.059,0.0004,1.01,384.7361,0.168275,0.062,0.0003,1.01,362.3009,0.1683062,0.052,0.0004,1.01,368.3965,0.1683,0.054,0.0005
1.02,338.006,0.1700375,0.053,0.0006,1.02,370.8124,0.17,0.06900001,0.0005,1.02,313.1469,0.1700187,0.043,0.0005,1.02,372.2668,0.17005,0.07300001,0.0006,1.02,311.2475,0.169925,0.042,0.0005,1.02,380.2776,0.1700438,0.059,0.0004,1.02,375.4139,0.17,0.06,0.0004,1.02,388.4554,0.169925,0.062,0.0003,1.02,365.7103,0.17,0.052,0.0004,1.02,371.9807,0.1699625,0.055,0.0005
1.03,341.2088,0.1716625,0.053,0.0006,1.03,374.3251,0.1717,0.07,0.0005,1.03,316.0477,0.1717062,0.043,0.0005,1.03,375.6761,0.171725,0.074,0.0006,1.03,314.2119,0.1716125,0.042,0.0005,1.03,383.8618,0.1717187,0.06,0.0004,1.03,379.0696,0.1716937,0.06,0.0004,1.03,392.1191,0.1716187,0.063,0.0003,1.03,369.1196,0.1717,0.053,0.0004,1.03,375.6046,0.17165,0.056,0.0005
1.04,344.3718,0.173325,0.054,0.0006,1.04,377.8299,0.173375,0.071,0.0005,1.04,318.9166,0.1733812,0.044,0.0005,1.04,379.0935,0.17335,0.075,0.0006,1.04,317.1682,0.1733187,0.043,0.0005,1.04,387.4938,0.1733375,0.06,0.0004,1.04,382.7572,0.173375,0.061,0.0004,1.04,395.7669,0.1733187,0.064,0.0003,1.04,372.5847,0.173375,0.053,0.0004,1.04,379.2524,0.1733375,0.056,0.0005
1.05,347.4633,0.1750125,0.054,0.0006,1.05,381.3108,0.1749937,0.071,0.0005,1.05,321.8015,0.1750062,0.044,0.0005,1.05,382.5506,0.175,0.075,0.0006,1.05,320.061,0.1749937,0.043,0.0005,1.05,391.1336,0.175,0.061,0.0004,1.05,386.4447,0.175,0.062,0.0005,1.05,399.4544,0.1749937,0.064,0.0004,1.05,376.1212,0.175,0.054,0.0004,1.05,382.8605,0.175,0.057,0.0005
1.06,350.5468,0.1766938,0.055,0.0006,1.06,384.7997,0.1766625,0.072,0.0005,1.06,324.7658,0.1766562,0.045,0.0005,1.06,386.0235,0.1766875,0.07600001,0.0006,1.06,322.8744,0.1766125,0.043,0.0005,1.06,394.7655,0.1766875,0.061,0.0004,1.06,390.1402,0.17665,0.062,0.0005,1.06,403.2056,0.1766125,0.06500001,0.0004,1.06,379.6816,0.1766562,0.055,0.0004,1.06,386.4209,0.1766187,0.057,0.0005
1.07,353.6781,0.178375,0.056,0.0006,1.07,388.3044,0.1783437,0.07300001,0.0005,1.07,327.7381,0.1783437,0.045,0.0005,1.07,389.4806,0.1783938,0.07700001,0.0006,1.07,325.6798,0.178275,0.044,0.0005,1.07,398.3736,0.1783812,0.062,0.0004,1.07,393.8357,0.1783312,0.063,0.0005,1.07,406.9726,0.1782687,0.06500001,0.0004,1.07,383.2102,0.1783437,0.055,0.0004,1.07,389.9654,0.178275,0.058,0.0005
1.08,356.8729,0.1799937,0.056,0.0007,1.08,391.833,0.1800312,0.07300001,0.0005,1.08,330.5992,0.18005,0.045,0.0005,1.08,392.9615,0.1800687,0.078,0.0006,1.08,328.509,0.1799687,0.044,0.0005,1.08,401.9499,0.18005,0.063,0.0004,1.08,397.5233,0.1800375,0.064,0.0005,1.08,410.7634,0.1799625,0.066,0.0004,1.08,386.7149,0.1800312,0.056,0.0004,1.08,393.5417,0.1799625,0.059,0.0005
1.09,360.0756,0.1816437,0.057,0.0007,1.09,395.3457,0.1817,0.074,0.0005,1.09,333.4284,0.1817125,0.046,0.0005,1.09,396.4742,0.1816875,0.078,0.0006,1.09,331.3859,0.1816562,0.045,0.0005,1.09,405.5262,0.1816687,0.063,0.0004,1.09,401.1949,0.1817125,0.064,0.0005,1.09,414.5622,0.18165,0.067,0.0004,1.09,390.2276,0.1817062,0.056,0.0004,1.09,397.1736,0.1816625,0.059,0.0005
1.1,363.2545,0.1833375,0.057,0.0007,1.1,398.8663,0.183325,0.075,0.0005,1.1,336.3053,0.1833313,0.046,0.0005,1.1,399.9869,0.1833437,0.079,0.0006,1.1,334.3105,0.183325,0.045,0.0005,1.1,409.174,0.1833187,0.064,0.0004,1.1,404.8665,0.1833375,0.06500001,0.0005,1.1,418.369,0.183325,0.067,0.0004,1.1,393.788,0.183325,0.057,0.0004,1.1,400.7975,0.1833313,0.06,0.0005
1.11,366.4096,0.1850375,0.058,0.0007,1.11,402.3631,0.1849812,0.075,0.0005,1.11,339.2299,0.1849812,0.047,0.0006,1.11,403.4917,0.1850375,0.08000001,0.0006,1.11,337.251,0.1849438,0.046,0.0005,1.11,412.9251,0.1850187,0.06500001,0.0004,1.11,408.57,0.185,0.066,0.0005,1.11,422.1757,0.1849438,0.068,0.0004,1.11,397.3564,0.184975,0.057,0.0004,1.11,404.3738,0.1849563,0.06,0.0005
1.12,369.517,0.1867062,0.058,0.0007,1.12,405.8282,0.1866687,0.07600001,0.0006,1.12,342.1942,0.186675,0.047,0.0006,1.12,406.9964,0.1867312,0.08000001,0.0006,1.12,340.1518,0.1866,0.046,0.0005,1.12,416.6841,0.1867187,0.06500001,0.0004,1.12,412.337,0.1866875,0.066,0.0005,1.12,426.0063,0.1866,0.06900001,0.0004,1.12,400.8929,0.1866687,0.058,0.0004,1.12,407.9183,0.1866187,0.061,0.0005
1.13,372.688,0.1883187,0.059,0.0007,1.13,409.2375,0.1883688,0.07700001,0.0006,1.13,345.1665,0.1883688,0.048,0.0006,1.13,410.533,0.1884,0.081,0.0006,1.13,343.0685,0.1882875,0.046,0.0005,1.13,420.3558,0.1883812,0.066,0.0004,1.13,416.0881,0.188375,0.067,0.0005,1.13,429.8131,0.1882875,0.06900001,0.0004,1.13,404.4215,0.188375,0.059,0.0004,1.13,411.5264,0.1883062,0.062,0.0005
1.14,375.9066,0.189975,0.06,0.0007,1.14,412.6946,0.1900375,0.078,0.0006,1.14,348.1865,0.19005,0.048,0.0006,1.14,414.1092,0.1900187,0.082,0.0006,1.14,346.0407,0.1899875,0.047,0.0005,1.14,423.9559,0.19,0.066,0.0004,1.14,419.7915,0.1900375,0.068,0.0005,1.14,433.5721,0.1899875,0.07,0.0004,1.14,408.0057,0.1900437,0.059,0.0004,1.14,415.1901,0.19,0.062,0.0005
1.15,379.1412,0.1916625,0.06,0.0007,1.15,416.2709,0.1916562,0.078,0.0006,1.15,351.2224,0.1916687,0.049,0.0006,1.15,417.7332,0.191675,0.083,0.0006,1.15,349.0289,0.1916562,0.047,0.0006,1.15,427.6196,0.1916562,0.067,0.0004,1.15,423.4393,0.1916562,0.068,0.0005,1.15,437.2835,0.1916562,0.071,0.0004,1.15,411.6615,0.1916625,0.06,0.0004,1.15,418.8856,0.191675,0.063,0.0005
