"1 _ 1",,,,,"1 _ 2",,,,,"1 _ 3",,,,,"1 _ 4",,,,,"1 _ 5",,,,,"1 _ 6",,,,,"1 _ 7",,,,,"1300s_ 1",,,,,"1300s_2",,,,,"1300s _ 3",,,,,"1300s _ 4",,,,,"1300s _ 5",,,,,"1300s _ 6",,,,,"1300s _ 7",,,,
"时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规","时间","载荷","行程","引伸计1","宽度规"
"sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm","sec","N","mm","mm","mm"
,,,,,,,,,,"1307.53","2787.058","102.7826","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.54","2787.01","102.7834","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.55","2786.986","102.7842","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.56","2786.97","102.7851","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.57","2786.97","102.7859","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.58","2786.986","102.7868","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.59","2786.986","102.7876","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.6","2786.97","102.7884","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.61","2786.994","102.7893","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.62","2787.081","102.7901","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.63","2787.129","102.7909","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.64","2787.089","102.7917","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.65","2786.994","102.7926","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.66","2786.938","102.7934","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.67","2786.915","102.7943","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.68","2786.899","102.7951","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.69","2786.891","102.7959","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.7","2786.891","102.7968","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.71","2786.915","102.7976","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.72","2786.922","102.7984","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.73","2786.922","102.7992","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.74","2786.922","102.8001","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.75","2786.915","102.8009","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.76","2786.891","102.8017","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.77","2786.851","102.8026","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.78","2786.843","102.8034","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.79","2786.899","102.8043","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.8","2786.986","102.8051","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.81","2787.089","102.8059","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.82","2787.193","102.8067","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.83","2787.248","102.8076","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.84","2787.248","102.8084","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.85","2787.217","102.8092","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.86","2787.153","102.8101","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.87","2787.105","102.8109","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.88","2787.065","102.8118","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.89","2787.042","102.8126","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.9","2787.042","102.8134","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.91","2787.065","102.8143","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.92","2787.081","102.8151","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.93","2787.081","102.8159","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.94","2787.081","102.8167","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.95","2787.129","102.8176","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.96","2787.153","102.8184","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.97","2787.153","102.8192","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"1307.98","2787.105","102.8201","-.----","-0.0321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
